#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Entry
689,Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,False,"Barbaracle’s legs and hands have minds
of their own, and they will move independently.
But they usually follow the head’s orders."
690,Skrelp,Poison,Water,320,50,60,60,60,60,30,6,False,"It vanishes into seaweed and remains perfectly
still to avoid attacks from large Pokémon.
Rotten seaweed is its main food source."
691,Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,False,"This vicious Pokémon sprays a poisonous liquid
on opponents that come near. For whatever
reason, it gets along really well with Dhelmise."
692,Clauncher,Water,,330,50,53,62,58,63,44,6,False,"Its claws occasionally fall off, and it keeps a low
profile until they grow back. The meat of its
claws is so delicious!"
693,Clawitzer,Water,,500,71,73,88,120,89,59,6,False,"It compresses the water it has sucked up and
then projects it with enough power to punch a
hole right through a thick sheet of iron."
694,Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,False,"The frills on either side of its head have cells
that generate electricity when exposed to sunlight."
695,Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,False,"It stimulates its muscles with electricity,
boosting the strength in its legs and enabling
it to run 100 yards in five seconds."
696,Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,False,"Its large jaw has incredible destructive power.
Some theories suggest that its restored form is
different from its form of long ago."
697,Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,False,"Complete restoration is impossible, allowing
room for theories that its entire body was
once covered in a feather-like coat."
698,Amaura,Rock,Ice,362,77,59,50,67,63,46,6,False,"It lived in cold areas in ancient times. It’s said
that when Amaura whinnies, auroras appear in
the night sky."
699,Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,False,"An Aurorus was found frozen solid within a
glacier, just as it appeared long ago, which
became quite a big event in the news."
700,Sylveon,Fairy,,525,95,65,65,110,130,60,6,False,"Once a fight breaks out, it will unflinchingly
charge at dragon Pokémon that are many times
larger than itself."
701,Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,False,"It overwhelms opponents with quick moves, but
sometimes it showboats for too long when it’s
using a special move and gets itself into a pinch."
702,Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,False,"It sneaks into people’s homes and steals
electricity from their outlets. When your electric
bill seems off, it’s the handiwork of this rascal."
703,Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,False,"Some say that deep beneath the surface of the
world, a pack of Carbink live with their queen in
a kingdom of jewels."
704,Goomy,Dragon,,300,45,50,35,55,75,40,6,False,"It uses its horns to check out its surroundings.
They’re very sensitive, so if you grab them, it
will feel a strong shock and be unable to move."
705,Sliggoo,Dragon,,452,68,75,53,83,113,60,6,False,"It crawls along sluggishly. The swirly protrusion
on its back is filled with its brain and
other organs."
706,Goodra,Dragon,,600,90,100,70,110,150,80,6,False,"It’s very friendly toward people. If you grow
close to it, Goodra will hug you with its sticky,
slime-covered body. Don’t get mad."
707,Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,False,"Although it’s unclear why it collects keys, giving
it a key makes Klefki very happy. However, it
apparently only likes master keys."
708,Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,False,"By imitating the voice of a child, it causes
people to get hopelessly lost deep in the forest.
It’s trying to make friends with them."
709,Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,False,"It’s feared as a ghost of the forest.
Lumberjacks bring along Fire types, which
Trevenant hates, when they enter the forest."
710,PumpkabooAverage Size,Ghost,Grass,335,49,66,70,44,55,51,6,False,"It is said to carry wandering spirits
to the place where they belong
so they can move on."
711,GourgeistAverage Size,Ghost,Grass,494,65,90,122,58,75,84,6,False,"It enwraps its prey in its hairlike arms.
It sings joyfully as it observes the
suffering of its prey."
712,Bergmite,Ice,,304,55,69,85,32,35,28,6,False,"Using air of -150 degrees Fahrenheit, they
freeze opponents solid. They live in herds
above the snow line on mountains."
713,Avalugg,Ice,,514,95,117,184,44,46,28,6,False,"The way several Bergmite huddle
on its back makes it look like
an aircraft carrier made of ice."
714,Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,False,"Fruits are its favorite foods. This gourmet
carefully picks out just the ripe ones using
its sonar."
715,Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,False,"Although it has a violent disposition, if you give
it a nice ripe fruit that it loves, Noivern will
suddenly become tame."
716,Xerneas,Fairy,,680,126,131,95,131,98,99,6,True,"When the horns on its head shine
in seven colors, it is said to be
sharing everlasting life."
717,Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,True,"When its life comes to an end, it absorbs
the life energy of every living thing
and turns into a cocoon once more."
718,Zygarde50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,True,"This is Zygarde’s form when about half of its
pieces have been assembled. It plays the role of
monitoring the ecosystem."
719,Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,True,"It can instantly create many diamonds
by compressing the carbon in the air
between its hands."
720,HoopaHoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,True,"It is said to be able to seize anything it desires
with its six rings and six huge arms. With its power
sealed, it is transformed into a much smaller form."
721,Volcanion,Fire,Water,600,80,110,120,130,90,70,6,True,"It expels its internal steam from the
arms on its back. It has enough
power to blow away a mountain."
